date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:05:12	143575/143575	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Mar%202023%2007:05:11%20GMT	https://rascalsthemes.com/demo/meloo/demo1/home-hip-hop/	C:/Users/blue_/OneDrive/Desktop/SeanRiot_site/seanriot3/rascalsthemes.com/demo/meloo/demo1/home-hip-hop/index.html	(from )
02:05:13	137187/137187	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Mar%202023%2007:05:11%20GMT	https://rascalsthemes.com/demo/meloo/demo1/artists/noisa/	C:/Users/blue_/OneDrive/Desktop/SeanRiot_site/seanriot3/rascalsthemes.com/demo/meloo/demo1/artists/noisa/index.html	(from )
02:05:13	116872/116872	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Mar%202023%2007:05:11%20GMT	https://rascalsthemes.com/demo/meloo/demo1/music/sick-music/	C:/Users/blue_/OneDrive/Desktop/SeanRiot_site/seanriot3/rascalsthemes.com/demo/meloo/demo1/music/sick-music/index.html	(from )
02:05:14	105662/105662	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Mar%202023%2007:05:13%20GMT	https://rascalsthemes.com/demo/meloo/demo1/events/voice-from-the-stone/	C:/Users/blue_/OneDrive/Desktop/SeanRiot_site/seanriot3/rascalsthemes.com/demo/meloo/demo1/events/voice-from-the-stone/index.html	(from )
02:05:26	67/67	---M--	200	added ('OK')	text/plain	etag:%2243-5cc0ce0f29663%22	https://rascalsthemes.com/robots.txt		(from )
02:05:29	105570/105570	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Mar%202023%2007:05:13%20GMT	https://rascalsthemes.com/demo/meloo/demo1/events-grid-1/	C:/Users/blue_/OneDrive/Desktop/SeanRiot_site/seanriot3/rascalsthemes.com/demo/meloo/demo1/events-grid-1/index.html	(from )
02:05:29	117048/117048	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Mar%202023%2007:05:13%20GMT	https://rascalsthemes.com/demo/meloo/demo1/posts-page-builder-blocks/posts-block-1/	C:/Users/blue_/OneDrive/Desktop/SeanRiot_site/seanriot3/rascalsthemes.com/demo/meloo/demo1/posts-page-builder-blocks/posts-block-1/index.html	(from )
02:05:29	103681/103681	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Mar%202023%2007:05:14%20GMT	https://rascalsthemes.com/demo/meloo/demo1/gallery-grid-2/	C:/Users/blue_/OneDrive/Desktop/SeanRiot_site/seanriot3/rascalsthemes.com/demo/meloo/demo1/gallery-grid-2/index.html	(from )
02:05:29	103832/103832	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Mar%202023%2007:05:27%20GMT	https://rascalsthemes.com/demo/meloo/demo1/gallery/amsterdam-dance/	C:/Users/blue_/OneDrive/Desktop/SeanRiot_site/seanriot3/rascalsthemes.com/demo/meloo/demo1/gallery/amsterdam-dance/index.html	(from )
02:05:30	88932/88932	---M-Z	200	added ('OK')	text/css	etag:%2215b64-5e3fca144992b-gzip%22	https://rascalsthemes.com/demo/meloo/demo1/wp-includes/css/dist/block-library/style.min.css?ver=6.0.3	C:/Users/blue_/OneDrive/Desktop/SeanRiot_site/seanriot3/rascalsthemes.com/demo/meloo/demo1/wp-includes/css/dist/block-library/style.min1eb7.css	(from https://rascalsthemes.com/demo/meloo/demo1/home-hip-hop/)
02:05:30	102351/102351	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Mar%202023%2007:05:29%20GMT	https://rascalsthemes.com/demo/meloo/demo1/shop/	C:/Users/blue_/OneDrive/Desktop/SeanRiot_site/seanriot3/rascalsthemes.com/demo/meloo/demo1/shop/index.html	(from )
02:05:30	4933/4933	---M-Z	200	added ('OK')	text/css	etag:%221345-5dc39a1975cbd-gzip%22	https://rascalsthemes.com/demo/meloo/demo1/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/wc-blocks-vendors-style.css?ver=7.8.3	C:/Users/blue_/OneDrive/Desktop/SeanRiot_site/seanriot3/rascalsthemes.com/demo/meloo/demo1/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/wc-blocks-vendors-styled01d.css	(from https://rascalsthemes.com/demo/meloo/demo1/home-hip-hop/)
